0.03;0;-20;
0.04;0;-20;
0.05;0;-20;
0.0766667;0;-20;
0.106667;0;-20;
0.141667;0;-20;
0.181667;0;-20;
0.221667;0;-20;
0.261667;0;-20;
0.301667;0;-20;
0.348333;0;-20;
0.416667;0;-20;
0.496667;0;-20;
0.576667;0;-20;
0.656667;0;-20;
0.736667;0;-20;
0.818333;0;-20;
0.908333;0;-20;
0.998333;0;-20;
1.09833;0;-20;
1.2;0;-20;
1.31;0;-20;
1.42333;0;-20;
1.54333;0;-20;
1.66333;0;-20;
1.78333;0;-20;
1.90333;0;-20;
2.02333;0;-20;
2.15333;0;-20;
2.28333;0;-20;
2.41333;0;-20;
2.54333;0;-20;
2.68167;0;-20;
2.82167;0;-20;
2.96667;0;-20;
3.11667;0;-20;
3.26667;0;-20;
3.41667;0;-20;
3.57167;0;-20;
3.73167;0;-20;
3.89167;0;-20;
4.055;0;-20;
4.225;0;-20;
4.395;0;-20;
4.565;0;-20;
4.735;0;-20;
4.905;0;-20;
5.075;0;-20;
5.245;0;-20;
5.415;0;-20;
5.585;0;-20;
5.755;0;-20;
5.925;0;-20;
6.095;0;-20;
6.26167;0;-20;
6.42167;0;-20;
6.58167;0;-20;
6.74167;0;-20;
6.90167;0;-20;
7.06167;0;-20;
7.22167;0;-20;
7.37833;0;-20;
7.52833;0;-20;
7.67833;0;-20;
7.82833;0;-20;
7.97833;0;-20;
8.12833;0;-20;
8.27833;0;-20;
8.42833;0;-20;
8.57833;0;-20;
8.72833;0;-20;
8.87833;0;-20;
9.02833;0;-20;
9.17833;0;-20;
9.32833;0;-20;
9.47833;0;-20;
9.62833;0;-20;
9.77833;0;-20;
9.92833;0;-20;
10.0783;0;-20;
10.2283;0;-20;
10.3783;0;-20;
10.5283;0;-20;
10.6783;0;-20;
10.8283;0;-20;
10.9783;0;-20;
11.1283;0;-20;
11.2783;0;-20;
11.4283;0;-20;
11.5783;0;-20;
11.7283;0;-20;
11.8783;0;-20;
12.0283;0;-20;
12.1783;0;-20;
12.3283;0;-20;
12.6283;0;-20;
12.7783;0;-20;
12.9283;0;-20;
13.0783;0;-20;
13.2283;0;-20;
13.3783;0;-20;
13.5283;0;-20;
13.6783;0;-20;
13.8283;0;-20;
13.9783;0;-20;
14.1283;0;-20;
14.2783;0;-20;
14.4283;0;-20;
14.5783;0;-20;
14.7283;0;-20;
14.8783;0;-20;
15.0283;0;-20;
15.1783;0;-20;
15.3283;0;-20;
15.4783;0;-20;
15.6283;0;-20;
15.7783;0;-20;
15.9283;0;-20;
16.0783;0;-20;
16.2283;0;-20;
16.3783;0;-20;
16.5283;0;-20;
16.6783;0;-20;
16.8283;0;-20;
16.9783;0;-20;
17.1283;0;-20;
17.2783;0;-20;
17.4283;0;-20;
17.5783;0;-20;
17.7283;0;-20;
17.8783;0;-20;
18.0283;0;-20;
18.1783;0;-20;
18.3283;0;-20;
18.4783;0;-20;
18.6283;0;-20;
18.7783;0;-20;
18.9283;0;-20;
19.0783;0;-20;
19.2283;0;-20;
19.3783;0;-20;
19.5283;0;-20;
19.6783;0;-20;
19.8283;0;-20;
19.9783;0;-20;
20.1283;0;-20;
20.2783;0;-20;
20.4283;0;-20;
20.5783;0;-20;
20.7283;0;-20;
20.8783;0;-20;
21.0283;0;-20;
21.1783;0;-20;
21.3283;0;-20;
21.4783;0;-20;
21.6283;0;-20;
21.7783;0;-20;
21.9283;0;-20;
22.0783;0;-20;
22.2283;0;-20;
22.3783;0;-20;
22.5283;0;-20;
22.6783;0;-20;
22.8283;0;-20;
22.9783;0;-20;
23.1283;0;-20;
23.2783;0;-20;
23.4283;0;-20;
23.5783;0;-20;
23.7283;0;-20;
23.8783;0;-20;
24.0283;0;-20;
24.1783;0;-20;
24.3283;0;-20;
24.4783;0;-20;
24.6283;0;-20;
24.7783;0;-20;
24.9283;0;-20;
25.0783;0;-20;
25.2283;0;-20;
25.3783;0;-20;
25.5283;0;-20;
25.6783;0;-20;
25.8283;0;-20;
25.9783;0;-20;
26.1283;0;-20;
26.2783;0;-20;
26.4283;0;-20;
26.5783;0;-20;
26.7283;0;-20;
26.8783;0;-20;
27.0283;0;-20;
27.1783;0;-20;
27.3283;0;-20;
27.4783;0;-20;
27.6283;0;-20;
27.7783;0;-20;
27.9283;0;-20;
28.0783;0;-20;
28.2283;0;-20;
28.3783;0;-20;
28.5283;0;-20;
28.6783;0;-20;
28.8283;0;-20;
28.9783;0;-20;
29.1283;0;-20;
29.2783;0;-20;
29.4283;0;-20;
29.5783;0;-20;
29.7283;0;-20;
29.8783;0;-20;
30.0283;0;-20;
30.1783;0;-20;
30.3283;0;-20;
30.4783;0;-20;
30.6283;0;-20;
30.7783;0;-20;
30.9283;0;-20;
31.0783;0;-20;
31.2283;0;-20;
31.3783;0;-20;
31.5283;0;-20;
31.6783;0;-20;
31.8283;0;-20;
31.9783;0;-20;
32.1283;0;-20;
32.2783;0;-20;
32.4283;0;-20;
32.5783;0;-20;
32.7283;0;-20;
32.8783;0;-20;
33.0283;0;-20;
33.1783;0;-20;
33.3283;0;-20;
33.4783;0;-20;
33.6283;0;-20;
33.7783;0;-20;
33.9283;0;-20;
34.0783;0;-20;
34.2283;0;-20;
34.3783;0;-20;
34.5283;0;-20;
34.6783;0;-20;
34.8283;0;-20;
34.9783;0;-20;
35.1283;0;-20;
35.2783;0;-20;
35.4283;0;-20;
35.5783;0;-20;
35.7283;0;-20;
35.8783;0;-20;
36.0283;0;-20;
36.1783;0;-20;
36.3283;0;-20;
36.4783;0;-20;
36.6283;0;-20;
36.7783;0;-20;
36.9283;0;-20;
37.0783;0;-20;
37.2283;0;-20;
37.3783;0;-20;
37.5283;0;-20;
37.6783;0;-20;
37.8283;0;-20;
37.9783;0;-20;
38.1283;0;-20;
38.2783;0;-20;
38.4283;0;-20;
38.5783;0;-20;
38.7283;0;-20;
38.8783;0;-20;
39.0283;0;-20;
39.1783;0;-20;
39.3283;0;-20;
39.4783;0;-20;
39.6283;0;-20;
39.7783;0;-20;
39.9283;0;-20;
40.0783;0;-20;
40.2283;0;-20;
40.3783;0;-20;
40.5283;0;-20;
40.6783;0;-20;
40.8283;0;-20;
40.9783;0;-20;
41.1283;0;-20;
41.2783;0;-20;
41.4283;0;-20;
41.5783;0;-20;
41.7283;0;-20;
41.8783;0;-20;
42.0283;0;-20;
42.1783;0;-20;
42.3283;0;-20;
42.4783;0;-20;
42.6283;0;-20;
42.7783;0;-20;
42.9283;0;-20;
43.0783;0;-20;
43.2283;0;-20;
43.3783;0;-20;
43.5283;0;-20;
43.6783;0;-20;
43.8283;0;-20;
43.9783;0;-20;
44.1283;0;-20;
44.2783;0;-20;
44.4283;0;-20;
44.5783;0;-20;
44.7283;0;-20;
44.8783;0;-20;
45.0283;0;-20;
45.1783;0;-20;
45.3283;0;-20;
45.4783;0;-20;
45.6283;0;-20;
45.7783;0;-20;
45.9283;0;-20;
46.0783;0;-20;
46.2283;0;-20;
46.3783;0;-20;
46.5283;0;-20;
46.6783;0;-20;
46.8283;0;-20;
46.9783;0;-20;
47.1283;0;-20;
47.2783;0;-20;
47.4283;0;-20;
47.5783;0;-20;
47.7283;0;-20;
47.8783;0;-20;
48.0283;0;-20;
48.1783;0;-20;
48.3283;0;-20;
48.4783;0;-20;
48.6283;0;-20;
48.7783;0;-20;
48.9283;0;-20;
49.0783;0;-20;
49.2283;0;-20;
49.3783;0;-20;
49.5283;0;-20;
49.6783;0;-20;
49.8283;0;-20;
49.9783;0;-20;
50.1283;0;-20;
50.2783;0;-20;
50.4283;0;-20;
50.5783;0;-20;
50.7283;0;-20;
50.8783;0;-20;
51.0283;0;-20;
51.1783;0;-20;
51.3283;0;-20;
51.4783;0;-20;
51.6283;0;-20;
51.7783;0;-20;
51.9283;0;-20;
52.0783;0;-20;
52.2283;0;-20;
52.3783;0;-20;
52.5283;0;-20;
52.6783;0;-20;
52.8283;0;-20;
52.9783;0;-20;
53.1283;0;-20;
53.2783;0;-20;
53.4283;0;-20;
53.5783;0;-20;
53.7283;0;-20;
53.8783;0;-20;
54.0283;0;-20;
54.1783;0;-20;
54.3283;0;-20;
54.4783;0;-20;
54.6283;0;-20;
54.7783;0;-20;
54.9283;0;-20;
55.0783;0;-20;
55.2283;0;-20;
55.3783;0;-20;
55.5283;0;-20;
55.6783;0;-20;
55.8283;0;-20;
55.9783;0;-20;
56.1283;0;-20;
56.2783;0;-20;
56.4283;0;-20;
56.5783;0;-20;
56.7283;0;-20;
56.8783;0;-20;
57.0283;0;-20;
57.3283;0;-20;
57.4783;0;-20;
57.6283;0;-20;
57.7783;0;-20;
57.9283;0;-20;
58.0783;0;-20;
58.2283;0;-20;
58.3783;0;-20;
58.5283;0;-20;
58.6783;0;-20;
58.8283;0;-20;
58.9783;0;-20;
59.1283;0;-20;
59.2783;0;-20;
59.4283;0;-20;
59.5783;0;-20;
59.7283;0;-20;
59.8783;0;-20;
60.0283;0;-20;
60.1783;0;-20;
60.3283;0;-20;
60.4783;0;-20;
60.6283;0;-20;
60.7783;0;-20;
60.9283;0;-20;
61.0783;0;-20;
61.2283;0;-20;
61.3783;0;-20;
61.5283;0;-20;
61.6783;0;-20;
61.8283;0;-20;
61.9783;0;-20;
62.1283;0;-20;
62.2783;0;-20;
62.4283;0;-20;
62.5783;0;-20;
62.7283;0;-20;
62.8783;0;-20;
63.0283;0;-20;
63.1783;0;-20;
63.3283;0;-20;
63.4783;0;-20;
63.6283;0;-20;
63.7783;0;-20;
63.9283;0;-20;
64.0783;0;-20;
64.2283;0;-20;
64.3783;0;-20;
64.5283;0;-20;
64.6783;0;-20;
64.8283;0;-20;
64.9783;0;-20;
65.1283;0;-20;
65.2783;0;-20;
65.4283;0;-20;
65.5783;0;-20;
65.7283;0;-20;
65.8783;0;-20;
66.0283;0;-20;
66.1783;0;-20;
66.3283;0;-20;
66.4783;0;-20;
66.6283;0;-20;
66.7783;0;-20;
66.9283;0;-20;
67.0783;0;-20;
67.2283;0;-20;
67.3783;0;-20;
67.5283;0;-20;
67.6783;0;-20;
67.8283;0;-20;
67.9783;0;-20;
68.1283;0;-20;
68.2783;0;-20;
68.4283;0;-20;
68.5783;0;-20;
68.7283;0;-20;
68.8783;0;-20;
69.0283;0;-20;
69.1783;0;-20;
69.3283;0;-20;
69.4783;0;-20;
69.6283;0;-20;
69.7783;0;-20;
69.9283;0;-20;
70.0783;0;-20;
70.2283;0;-20;
70.3783;0;-20;
70.5283;0;-20;
70.6783;0;-20;
70.8283;0;-20;
70.9783;0;-20;
71.1283;0;-20;
71.2783;0;-20;
71.4283;0;-20;
71.5783;0;-20;
71.7283;0;-20;
71.8783;0;-20;
72.0283;0;-20;
72.1783;0;-20;
72.3283;0;-20;
72.4783;0;-20;
72.6283;0;-20;
72.7783;0;-20;
72.9283;0;-20;
73.0783;0;-20;
73.2283;0;-20;
73.3783;0;-20;
73.5283;0;-20;
73.6783;0;-20;
73.8283;0;-20;
73.9783;0;-20;
74.1283;0;-20;
74.2783;0;-20;
74.4283;0;-20;
74.5783;0;-20;
74.7283;0;-20;
74.8783;0;-20;
75.0283;0;-20;
75.1783;0;-20;
75.3283;0;-20;
75.4783;0;-20;
75.6283;0;-20;
75.7783;0;-20;
75.9283;0;-20;
76.0783;0;-20;
76.2283;0;-20;
76.3783;0;-20;
76.5283;0;-20;
76.6783;0;-20;
76.8283;0;-20;
76.9783;0;-20;
77.1283;0;-20;
77.2783;0;-20;
77.4283;0;-20;
77.5783;0;-20;
77.7283;0;-20;
77.8783;0;-20;
78.0283;0;-20;
78.1783;0;-20;
78.3283;0;-20;
78.4783;0;-20;
78.6283;0;-20;
78.7783;0;-20;
78.9283;0;-20;
79.0783;0;-20;
79.2283;0;-20;
79.3783;0;-20;
79.5283;0;-20;
79.6783;0;-20;
79.8283;0;-20;
79.9783;0;-20;
80.1283;0;-20;
80.2783;0;-20;
80.4283;0;-20;
80.5783;0;-20;
80.7283;0;-20;
80.8783;0;-20;
81.0283;0;-20;
81.1783;0;-20;
81.3283;0;-20;
81.4783;0;-20;
81.6283;0;-20;
81.7783;0;-20;
81.9283;0;-20;
82.0783;0;-20;
82.2283;0;-20;
82.3783;0;-20;
82.5283;0;-20;
82.6783;0;-20;
82.8283;0;-20;
82.9783;0;-20;
83.1283;0;-20;
83.2783;0;-20;
83.4283;0;-20;
83.5783;0;-20;
83.7283;0;-20;
83.8783;0;-20;
84.0283;0;-20;
84.1783;0;-20;
84.3283;0;-20;
84.4783;0;-20;
84.6283;0;-20;
84.7783;0;-20;
84.9283;0;-20;
85.0783;0;-20;
85.2283;0;-20;
85.3783;0;-20;
85.5283;0;-20;
85.6783;0;-20;
85.8283;0;-20;
85.9783;0;-20;
86.1283;0;-20;
86.2783;0;-20;
86.4283;0;-20;
86.5783;0;-20;
86.7283;0;-20;
86.8783;0;-20;
87.0283;0;-20;
87.1783;0;-20;
87.3283;0;-20;
87.4783;0;-20;
87.6283;0;-20;
87.7783;0;-20;
87.9283;0;-20;
88.0783;0;-20;
88.2283;0;-20;
88.3783;0;-20;
88.5283;0;-20;
88.6783;0;-20;
88.8283;0;-20;
88.9783;0;-20;
89.1283;0;-20;
89.2783;0;-20;
89.4283;0;-20;
89.5783;0;-20;
89.7283;0;-20;
89.8783;0;-20;
90.0283;0;-20;
90.1783;0;-20;
90.3283;0;-20;
90.4783;0;-20;
90.6283;0;-20;
90.7783;0;-20;
90.9283;0;-20;
91.0783;0;-20;
91.2283;0;-20;
91.3783;0;-20;
91.5283;0;-20;
91.6783;0;-20;
91.8283;0;-20;
91.9783;0;-20;
92.1283;0;-20;
92.2783;0;-20;
92.4283;0;-20;
92.5783;0;-20;
92.7283;0;-20;
92.8783;0;-20;
93.0283;0;-20;
93.1783;0;-20;
93.3283;0;-20;
93.4783;0;-20;
93.6283;0;-20;
93.7783;0;-20;
93.9283;0;-20;
94.0783;0;-20;
94.2283;0;-20;
94.3783;0;-20;
94.5283;0;-20;
94.6783;0;-20;
94.8283;0;-20;
94.9783;0;-20;
95.1283;0;-20;
95.2783;0;-20;
95.4283;0;-20;
95.5783;0;-20;
95.7283;0;-20;
95.8783;0;-20;
96.0283;0;-20;
96.1783;0;-20;
96.3283;0;-20;
96.4783;0;-20;
96.6283;0;-20;
96.7783;0;-20;
96.9283;0;-20;
97.0783;0;-20;
97.2283;0;-20;
97.3783;0;-20;
97.5283;0;-20;
97.6783;0;-20;
97.8283;0;-20;
97.9783;0;-20;
98.1283;0;-20;
98.2783;0;-20;
98.4283;0;-20;
98.5783;0;-20;
98.7283;0;-20;
98.8783;0;-20;
99.0283;0;-20;
99.1783;0;-20;
99.3283;0;-20;
99.4783;0;-20;
99.6283;0;-20;
99.7783;0;-20;
99.9283;0;-20;
100.078;0;-20;
100.228;0;-20;
100.378;0;-20;
100.528;0;-20;
100.678;0;-20;
100.828;0;-20;
100.978;0;-20;
101.128;0;-20;
101.278;0;-20;
101.578;0;-20;
101.728;0;-20;
101.878;0;-20;
102.028;0;-20;
102.178;0;-20;
102.328;0;-20;
102.478;0;-20;
102.628;0;-20;
102.778;0;-20;
102.928;0;-20;
103.078;0;-20;
103.228;0;-20;
103.378;0;-20;
103.528;0;-20;
103.678;0;-20;
103.828;0;-20;
103.978;0;-20;
104.128;0;-20;
104.278;0;-20;
104.428;0;-20;
104.578;0;-20;
104.728;0;-20;
104.878;0;-20;
105.028;0;-20;
105.178;0;-20;
105.328;0;-20;
105.478;0;-20;
105.628;0;-20;
105.778;0;-20;
105.928;0;-20;
106.078;0;-20;
106.228;0;-20;
106.378;0;-20;
106.528;0;-20;
106.678;0;-20;
106.828;0;-20;
106.978;0;-20;
